User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,officeTest,8,09-25-24,05:19:05,13.7860846,15.4117,4.440921,4.363125,(0.1050029;0.1050029;0.1050029),267,17.01832,6.439601,6.094673,(0.2143787;0.2143787;0.2143787),120,(20.09787;4.605666;23.28151),(0.03395117;0.1468506;-0.005043432;0.988563),(0.1050029;0.1050029;0.1050029),(22.98484;3.905289;21.13661),(-0.02835318;-0.1160853;-0.00331516;0.992829),(0.2143787;0.2143787;0.2143787),(21.43377;4.289623;27.67877),(0.006102825;-0.9989007;-0.04472743;0.01263939),(1;1;1),(21.43861;4.292885;27.71608),(0.005333746;0.01693109;-0.9998344),16.9045555
,officeTest,13,09-25-24,05:19:12,20.959131,12.11853,7.065149,6.627123,(0.2501052;0.2501052;0.2501052),233,7.552979,3.965786,4.517276,(0.09440805;0.09440805;0.09440805),93,(20.12589;3.769819;20.58784),(-0.03566407;0.09091043;0.003257826;0.9952149),(0.2501052;0.2501052;0.2501052),(21.88003;4.537208;23.70877),(0.03123007;-0.05619385;0.001758579;0.9979298),(0.09440806;0.09440805;0.09440804),(21.43179;4.287063;27.6762),(0.02340614;-0.9991698;-0.03209952;0.009026071),(1;0.9999999;1),(21.45211;4.292478;27.71384),(0.01393792;0.01979884;-0.9996926),23.9351444
,officeTest,7,09-25-24,05:19:20,29.2170181,15.4145,4.259573,7.790439,(0.1797358;0.1797358;0.1797358),334,24.26751,5.484669,7.876703,(0.2474356;0.2474356;0.2474356),12,(20.56195;5.62138;23.57406),(0.1513003;0.1021353;-0.0157192;0.9830715),(0.1797358;0.1797358;0.1797358),(21.41899;7.136686;22.39641),(0.2436975;0.0008447254;-0.0002122568;0.9698509),(0.2474356;0.2474356;0.2474356),(21.42822;4.292781;27.69809),(0.03236993;-0.9982259;-0.03784063;0.03263933),(1;1;1),(21.45093;4.298725;27.7355),(-0.002370823;0.01161575;-0.9999219),31.8099853
,officeTest,3,09-25-24,05:19:27,36.1222172,10.66576,2.477874,7.748291,(0.1020126;0.1020126;0.1020126),125,15.72553,7.490978,5.636563,(0.2291268;0.2291268;0.2291268),17,(21.68767;4.179317;25.16491),(-0.02137668;-0.05206605;-0.001114767;0.9984142),(0.1020126;0.1020126;0.1020126),(21.45997;6.730362;20.28162),(0.1589894;-0.002293202;0.0003692931;0.9872776),(0.2291268;0.2291268;0.2291268),(21.42565;4.287238;27.67037),(0.03994842;-0.9984734;-0.02684247;0.02710306),(1;1;1),(21.42998;4.292002;27.70711),(0.003760118;0.01023825;-0.9999246),38.0291701
,officeTest,6,09-25-24,05:19:32,40.3956478,15.69787,5.666652,6.018384,(0.1850316;0.1850316;0.1850316),278,19.62535,4.171695,6.406139,(0.1481852;0.1481852;0.1481852),110,(19.2784;4.672925;22.21435),(0.03209938;0.1857032;-0.006069833;0.9820627),(0.1850316;0.1850316;0.1850316),(22.43087;4.093525;23.37406),(-0.02187674;-0.1146126;-0.002524604;0.9931661),(0.1481852;0.1481852;0.1481852),(21.42306;4.288548;27.68244),(0.03614397;-0.9977937;-0.02666356;0.04889276),(1;1;1),(21.39546;4.289492;27.72008),(-0.0213645;0.03258044;-0.9992344),43.1832551
,officeTest,14,09-25-24,05:19:38,46.8586969,10.0308,3.127033,5.198981,(0.08624275;0.08624275;0.08624275),353,19.54308,7.840015,7.858967,(0.3413832;0.3413832;0.3413832),17,(21.38937;5.054211;24.60047),(0.1214088;0.008922433;-0.001091379;0.9925619),(0.08624276;0.08624276;0.08624275),(22.38713;7.408811;20.02764),(0.1906767;-0.06008349;0.0116934;0.9797426),(0.3413832;0.3413832;0.3413831),(21.44477;4.288799;27.68193),(-0.03942769;-0.9986222;-0.03403091;0.006416437),(1;1;1),(21.44809;4.292334;27.71844),(0.01082352;0.01414957;-0.9998299),49.1917133
,officeTest,17,09-25-24,05:19:43,52.2349465,12.59878,4.733925,7.128622,(0.1805772;0.1805772;0.1805772),126,18.43868,4.155163,6.832088,(0.15628;0.15628;0.15628),312,(22.20094;3.929224;22.89572),(-0.03641065;-0.07780031;-0.00284328;0.9962998),(0.1805772;0.1805772;0.1805772),(20.25141;5.342148;23.59725),(0.1205369;0.1413943;-0.01734796;0.9824345),(0.15628;0.15628;0.15628),(21.44996;4.283299;27.67486),(0.02759123;-0.9992476;-0.02347218;0.01386023),(1;1;1),(21.45285;4.287984;27.71121),(-0.0005905293;0.03258007;-0.9994612),54.5439367
,officeTest,2,09-25-24,05:19:49,57.6630288,10.88437,6.921263,6.77217,(0.2492729;0.2492729;0.2492729),217,21.17691,4.33619,4.012195,(0.09747607;0.09747607;0.09747607),57,(20.38748;3.461245;20.75811),(-0.05819938;0.07603762;0.004445815;0.9953951),(0.2492729;0.2492729;0.2492729),(22.6214;5.434023;23.32624),(0.1237003;-0.1300236;0.01635166;0.9836284),(0.09747607;0.09747608;0.09747607),(21.45073;4.282617;27.67691),(0.02262365;-0.9992916;-0.02048465;0.02202005),(1;1;1),(21.48488;4.290064;27.71375),(0.01865915;0.03624947;-0.9991534),59.7320711
,officeTest,12,09-25-24,05:19:54,62.6318361,22.52719,3.5995,6.490871,(0.1321034;0.1321034;0.1321034),317,14.56831,6.045464,6.246094,(0.2037729;0.2037729;0.2037729),241,(20.26789;5.439082;24.18749),(0.1465587;0.154416;-0.02316849;0.9768007),(0.1321034;0.1321034;0.1321034),(19.9229;3.636701;21.702),(-0.05241738;0.1209906;0.006398002;0.9912481),(0.203773;0.2037729;0.203773),(21.41697;4.295468;27.73109),(0.01948417;-0.999649;-0.013151;0.012219),(1;0.9999999;0.9999999),(21.44129;4.302843;27.76853),(0.0117152;0.02101132;-0.9997075),64.9831803
,officeTest,10,09-25-24,05:19:59,67.9736875,5.384367,7.223541,6.333093,(0.2399919;0.2399919;0.2399919),166,15.87067,5.025182,5.757421,(0.157111;0.157111;0.157111),36,(21.22065;3.947821;20.48158),(-0.02403117;0.01315606;0.0003162743;0.9996246),(0.2399919;0.2399919;0.2399919),(21.92982;5.7002;22.72081),(0.1354174;-0.0511052;0.00699436;0.989445),(0.157111;0.157111;0.157111),(21.41137;4.29647;27.72625),(0.02295815;-0.9991614;-0.02158531;0.02614764),(1;0.9999999;1),(21.38179;4.298519;27.76168),(-0.003345318;0.05742445;-0.998336),69.9929766
,officeTest,0,09-25-24,05:20:04,72.5850087,20.54813,7.355512,5.172031,(0.2122298;0.2122298;0.2122298),183,8.925354,2.791561,7.26529,(0.1072088;0.1072088;0.1072088),61,(21.02325;1.690398;20.32767),(-0.1680504;0.02571153;0.004384703;0.9854333),(0.2122299;0.2122298;0.2122298),(21.61714;4.589526;24.92628),(0.05234893;-0.03687614;0.0019344;0.9979459),(0.1072088;0.1072088;0.1072088),(21.40974;4.293878;27.72888),(0.03314053;-0.9989821;-0.01133975;0.02842542),(1;1;1),(21.39859;4.297884;27.76459),(-0.001039654;0.02495287;-0.9996769),74.7342942
