User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,spaceTest,12,09-23-24,09:41:58,13.3201344,15.45877,7.700705,4.96095,(4.736824;4.736824;4.736824),3,8.437202,4.061419,4.435963,(2.176746;2.176746;2.176746),90,(0.373192;3.761874;-5.269044),(0.1537194;-0.0259977;0.004045853;0.9877642),(4.736825;4.736824;4.736824),(0.7532741;1.50574;-1.695006),(0.02083634;-0.09554592;0.002000419;0.9952049),(2.176746;2.176746;2.176746),(-0.02721727;1.333889;2.332322),(0.01131756;-0.9995023;-0.01930017;-0.02224257),(1;0.9999999;1),(0.001385897;1.334546;2.375512),(0.04748752;0.1346686;-0.9897446),18.040953
,spaceTest,6,09-23-24,09:42:04,19.5388381,12.35426,6.043793,6.567693,(4.854944;4.854944;4.854944),86,23.50768,3.998769,4.21423,(2.196336;2.196336;2.196336),43,(1.65978;1.720997;-3.602863),(0.03098857;-0.1378131;0.004313925;0.9899639),(4.854944;4.854944;4.854944),(1.37279;2.806028;-1.521447),(0.1687274;-0.1705354;0.02965337;0.970345),(2.196336;2.196336;2.196336),(-0.02676761;1.334032;2.337304),(0.01096479;-0.9992225;-0.02181444;-0.03095695),(1;0.9999999;1),(-0.03366898;1.334451;2.380507),(0.06335355;0.08142686;-0.9946625),24.2044186
,spaceTest,4,09-23-24,09:42:11,25.7024757,15.45075,3.011759,6.863976,(2.5624;2.5624;2.5624),81,5.626435,4.827936,6.315128,(3.660545;3.660545;3.660545),194,(1.000355;1.735087;-0.5790432),(0.06253002;-0.1667477;0.01059673;0.9839578),(2.5624;2.5624;2.5624),(0.1912638;1.303945;-2.499094),(-0.003667825;-0.02186767;-8.022653E-05;0.9997541),(3.660545;3.660545;3.660545),(-0.02085483;1.33954;2.347445),(0.002182267;-0.998465;-0.04393444;-0.03365531),(1;0.9999999;1),(-0.02404279;1.337659;2.38976),(0.05801215;0.09724452;-0.9935586),30.4343816
,spaceTest,0,09-23-24,09:42:17,31.9328419,5.949509,2.858407,5.978191,(2.052896;2.052896;2.052896),133,17.35385,5.61568,5.31158,(3.73446;3.73446;3.73446),50,(0.3682198;1.46982;-0.495877),(0.02215824;-0.06863081;0.00152471;0.9973949),(2.052896;2.052896;2.052896),(1.636666;3.118786;-3.008931),(0.1510505;-0.1480642;0.02288919;0.9771064),(3.73446;3.73446;3.73446),(-0.02503276;1.34219;2.348115),(0.006581685;-0.997873;-0.05717961;-0.03060531),(1;1;1),(-0.02790663;1.338978;2.389689),(0.06245257;0.0710981;-0.9955094),36.4765654
,spaceTest,8,09-23-24,09:42:23,37.9746948,20.03775,5.756965,6.946867,(5.085802;5.085802;5.085802),23,16.01357,4.670698,6.587664,(3.824604;3.824604;3.824604),84,(1.172837;3.704868;-3.177392),(0.1958587;-0.1043042;0.02095605;0.974844),(5.085802;5.085802;5.085802),(1.615646;1.832278;-2.200802),(0.05016023;-0.1718361;0.008761192;0.9838088),(3.824604;3.824604;3.824604),(-0.02303398;1.338057;2.347036),(-0.0004466673;-0.9987109;-0.0385063;-0.033069),(1;1;1),(-0.02866158;1.336776;2.38931),(0.06466814;0.09435543;-0.9934211),42.9841396
,spaceTest,16,09-23-24,09:42:29,44.4826564,23.90961,3.265632,5.301705,(2.263174;2.263174;2.263174),266,14.36745,7.05008,5.484759,(4.76991;4.76991;4.76991),207,(-1.204673;1.464167;-1.0136),(0.0172996;0.1680757;-0.002950072;0.9856179),(2.263174;2.263174;2.263174),(-0.2783996;0.2198383;-4.831956),(-0.07709386;0.01781076;0.00137742;0.9968638),(4.76991;4.76991;4.76991),(-0.02151573;1.338807;2.354613),(0.0009457225;-0.9986327;-0.03444866;-0.03930845),(1;1;1),(0.005812719;1.337236;2.398974),(0.06872676;0.1124417;-0.9912671),49.1597334
,spaceTest,3,09-23-24,09:42:35,50.6573487,17.63452,5.240396,6.692356,(4.396672;4.396672;4.396672),218,23.55592,2.971156,7.198622,(2.787408;2.787408;2.787408),156,(-0.6430912;0.5112698;-3.045253),(-0.07549825;0.05730235;0.004345832;0.9954886),(4.396672;4.396672;4.396672),(0.7353504;0.4333842;-0.6640533),(-0.140303;-0.1209572;-0.01727222;0.9825407),(2.787408;2.787408;2.787407),(-0.01935494;1.340561;2.354744),(0.001830626;-0.9982587;-0.04563513;-0.03733209),(1;1;1),(0.006624386;1.338292;2.398751),(0.05047105;0.1237709;-0.9910136),55.5779723
,spaceTest,17,09-23-24,09:42:42,57.0767188,24.36497,2.075188,5.722027,(1.557628;1.557628;1.557628),55,20.46916,2.973311,7.077387,(2.683408;2.683408;2.683408),207,(0.8872898;2.082872;0.4025539),(0.161053;-0.2125249;0.03553781;0.9631367),(1.557628;1.557628;1.557628),(-0.3123307;0.6517505;-0.7272189),(-0.1092354;0.04707598;0.005179202;0.9928871),(2.683408;2.683408;2.683408),(-0.0192374;1.341726;2.356672),(0.001470773;-0.9981855;-0.04945178;-0.03432561),(1;1;1),(-0.01874213;1.339155;2.398282),(0.05828634;0.1025129;-0.9930189),62.2415716
,spaceTest,5,09-23-24,09:42:49,63.7400723,21.08537,5.412211,5.389402,(3.735743;3.735743;3.735743),242,9.253502,6.720488,5.439618,(4.426082;4.426082;4.426082),332,(-1.380439;1.05615;-3.268087),(-0.0247773;0.1185258;0.002958532;0.9926374),(3.735743;3.735743;3.735743),(0.02169693;3.161049;-4.200093),(0.134537;-0.002874254;0.000390243;0.9909043),(4.426082;4.426081;4.426082),(-0.01637423;1.345548;2.362401),(0.005424789;-0.9970328;-0.06390173;-0.04257787),(1;0.9999999;1),(-0.01472628;1.342162;2.404489),(0.1947796;0.1861206;-0.9630188),68.4733462
,spaceTest,14,09-23-24,09:42:55,70.2926626,9.374741,6.276064,7.492791,(5.693583;5.693583;5.693583),102,12.26037,2.950199,6.136323,(2.213586;2.213586;2.213586),318,(1.614529;2.298098;-3.723098),(0.07416986;-0.1303659;0.009780326;0.9886395),(5.693583;5.693584;5.693583),(-0.1647932;2.356881;-0.4902316),(0.1693081;0.02578695;-0.004431454;0.9852158),(2.213585;2.213586;2.213586),(-0.015921;1.349004;2.351725),(0.008032332;-0.9944588;-0.09204456;-0.05015134),(1;1;1),(-0.05206497;1.342921;2.390208),(0.07729623;0.08773392;-0.9931248),74.935748
