User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,cemeteryTest,2,09-26-24,06:22:30,68.4683157,22.43673,6.792781,4.988504,(0.144066;0.144066;0.144066),346,20.14207,7.60518,6.834948,(0.217515;0.217515;0.217515),131,(52.1577;1.22362;-4.966381),(0.04881115;0.9511418;-0.2203717;0.2106728),(0.144066;0.144066;0.144066),(49.15322;-3.236575;-5.420446),(-0.02990901;0.9167166;0.06990183;0.392237),(0.217515;0.217515;0.217515),(54.94482;-2.008336;-10.94933),(-0.03632836;-0.2672325;-0.01295521;0.96286),(1;1;0.9999999),(54.9607;-2.007509;-10.97274),(-0.5015718;0.07691811;0.8616804),76.0940832
,cemeteryTest,11,09-26-24,06:22:39,77.6366918,23.74819,6.370842,6.548746,(0.1790762;0.1790762;0.1790762),224,13.03508,3.947148,4.676971,(0.07446628;0.07446628;0.07446628),259,(53.27489;-3.701125;-4.406039),(-0.01523762;0.9847602;0.121453;0.1235491),(0.1790763;0.1790763;0.1790763),(53.67744;-1.98289;-7.099617),(0.0005292984;0.9874101;-0.003304753;0.1581464),(0.07446631;0.07446628;0.07446632),(54.94277;-2.01001;-10.94842),(-0.02445968;-0.2670244;-0.009256503;0.9633349),(1;0.9999999;0.9999999),(54.93209;-2.007574;-10.98913),(-0.540832;0.1697196;0.8238205),88.3187795
,cemeteryTest,9,09-26-24,06:23:08,105.8730878,19.2462,7.929098,5.603432,(0.1849167;0.1849167;0.1849167),116,9.206243,7.492601,4.772389,(0.1423534;0.1423534;0.1423534),144,(48.9748;-2.572442;-5.074957),(-0.01307338;0.9215475;0.03114775;0.3867934),(0.1849167;0.1849167;0.1849167),(50.7522;-2.374296;-4.634457),(-0.007040201;0.9568643;0.02326815;0.2895166),(0.1423535;0.1423534;0.1423535),(54.95521;-2.005362;-10.94416),(-0.03984705;-0.2440524;-0.009041609;0.9689009),(1;1;0.9999999),(54.94848;-2.004673;-10.98053),(-0.500691;0.07498231;0.8623679),113.2877857
,cemeteryTest,8,09-26-24,06:23:35,133.1758569,7.476044,7.300653,5.048441,(0.1460765;0.1460765;0.1460765),319,7.945166,4.509624,4.683145,(0.08379929;0.08379929;0.08379929),84,(51.50042;-0.6802257;-4.576652),(0.02213408;0.9655862;-0.08763807;0.2438708),(0.1460765;0.1460765;0.1460765),(51.95066;-1.567317;-7.544121),(0.01698915;0.9347811;-0.04512494;0.3519369),(0.08379932;0.0837993;0.08379932),(54.93962;-2.005903;-10.95096),(-0.03981339;-0.2864533;-0.01152486;0.9571972),(1;1;1),(54.95504;-2.005319;-10.97477),(-0.5222822;0.0872;0.8482912),141.6401915
,cemeteryTest,0,09-26-24,06:23:55,153.2904694,7.874808,3.029771,4.435106,(0.05331073;0.05331073;0.05331073),214,19.57888,6.217481,6.31008,(0.1636025;0.1636025;0.1636025),254,(53.61203;-2.297207;-8.201646),(-0.01044095;0.9735535;0.04544981;0.2236494),(0.05331074;0.05331073;0.05331074),(53.63657;-2.508431;-4.491895),(-0.003747729;0.9943215;0.03743457;0.09954561),(0.1636025;0.1636024;0.1636025),(54.94106;-2.012249;-10.94165),(-0.009099395;-0.2607828;-0.00711606;0.9653285),(1;1;1),(54.95704;-2.009665;-10.96519),(-0.5107344;0.08490125;0.8555303),159.4520694
,cemeteryTest,16,09-26-24,06:24:24,182.3450692,20.00424,2.302137,5.949437,(0.05727066;0.05727066;0.05727066),350,15.18627,3.562633,4.633169,(0.06721441;0.06721441;0.06721441),325,(53.89541;-0.8917577;-9.038454),(0.05763158;0.9422572;-0.2256953;0.2406066),(0.05727065;0.05727066;0.05727066),(53.5655;-0.7661957;-7.760668),(0.03431903;0.9651411;-0.1663087;0.199164),(0.06721444;0.06721441;0.06721444),(54.94255;-2.001729;-10.95515),(-0.06052878;-0.2796279;-0.0191769;0.9580067),(1;1;1),(54.93217;-2.002094;-10.99639),(-0.5215367;0.06189314;0.8509689),192.8038895
,cemeteryTest,13,09-26-24,06:24:36,194.4395982,13.50936,7.549698,6.469151,(0.197345;0.197345;0.197345),9,18.83352,5.341626,5.353572,(0.1187274;0.1187274;0.1187274),38,(50.97037;0.5066761;-4.772019),(0.0462488;0.9464129;-0.1573132;0.2782377),(0.197345;0.197345;0.197345),(51.35028;-0.05524802;-7.062049),(0.06398061;0.9167089;-0.1633918;0.358963),(0.1187274;0.1187274;0.1187274),(54.94662;-2.00517;-10.95004),(-0.04572643;-0.2639863;-0.01554145;0.9633166),(1;0.9999999;0.9999999),(54.93534;-2.004066;-10.99049),(-0.4565373;0.2094063;0.8647001),202.0360637
,cemeteryTest,5,09-26-24,06:24:45,203.8580365,6.129169,3.651866,4.527844,(0.06535477;0.06535477;0.06535477),303,14.13291,6.297568,7.803605,(0.199056;0.199056;0.199056),170,(53.2069;-1.395035;-7.771249),(0.02054303;0.9657481;-0.08073134;0.2457458),(0.06535477;0.06535477;0.06535478),(51.12672;-2.86703;-5.765703),(-0.02072909;0.9481161;0.06321813;0.3108852),(0.199056;0.199056;0.199056),(54.93806;-2.004837;-10.95262),(-0.05160244;-0.2902518;-0.01849104;0.9553791),(1;1;1),(54.95535;-2.005095;-10.97567),(-0.5226704;0.08423794;0.8483499),214.0729648
,cemeteryTest,15,09-26-24,06:24:59,217.7948548,19.69912,7.059773,4.874605,(0.143643;0.143643;0.143643),126,14.58785,6.571348,6.256884,(0.1669253;0.1669253;0.1669253),97,(49.34552;-2.978756;-6.049221),(-0.02679057;0.9087756;0.059063;0.4122144),(0.143643;0.143643;0.143643),(49.96041;-1.742211;-6.33836),(0.0078437;0.9161383;-0.01794758;0.4003835),(0.1669253;0.1669253;0.1669253),(54.93992;-2.008157;-10.94718),(-0.03177059;-0.2815694;-0.01492754;0.9588987),(1;1;1),(54.95952;-2.007192;-10.96862),(-0.5176435;0.0983665;0.8499093),224.4468761
,cemeteryTest,14,09-26-24,06:25:10,228.2459767,22.33228,3.521494,4.676525,(0.0699656;0.0699656;0.0699656),93,7.561212,2.355402,4.428081,(0.04134848;0.04134848;0.04134848),77,(51.77669;-1.783408;-8.850177),(0.0138619;0.8807966;-0.02583553;0.4725863),(0.06996562;0.0699656;0.06996562),(53.37967;-1.747128;-9.181517),(0.01935089;0.93387;-0.05113401;0.3534089),(0.04134849;0.04134848;0.04134849),(54.94334;-2.006553;-10.95162),(-0.03516729;-0.2930506;-0.01902734;0.9552605),(1;1;0.9999999),(54.98571;-2.006645;-10.95697),(-0.5202208;0.09034304;0.849238),236.3644906
