User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,spaceTest,6,09-25-24,02:38:00,21.1190624,6.960304,2.02652,6.71222,(1.637215;1.637215;1.637215),150,12.12079,3.695855,4.496811,(2.031533;2.031533;2.031533),321,(0.5565714;1.359262;0.4363731),(-0.03223112;-0.07555544;-0.002443501;0.9966176),(1.637215;1.637215;1.637215),(0.07345009;2.249827;-1.248642),(0.1008334;0.02364643;-0.002397249;0.9946194),(2.031533;2.031533;2.031533),(0.2494336;1.491174;2.450389),(0.006064456;-0.9987821;-0.01970761;-0.04482447),(1;1;1),(0.2420649;1.492991;2.47785),(0.07211833;0.09634496;-0.9927231),24.8492852
,spaceTest,10,09-25-24,02:38:10,30.7820677,9.955359,2.597742,6.775412,(2.134972;2.134972;2.134972),118,21.41847,5.023443,7.777113,(5.012913;5.012913;5.012913),18,(0.7825772;1.338046;-0.122717),(-0.02874647;-0.1005965;-0.002907766;0.9945077),(2.134972;2.134972;2.134972),(1.076544;3.481146;-2.490772),(0.187169;-0.0806877;0.01542797;0.9788868),(5.012914;5.012913;5.012914),(0.2552947;1.490391;2.456999),(0.006083848;-0.9996434;-0.01082351;-0.02364391),(1;1;1),(0.2468313;1.492945;2.484822),(0.06720477;0.09631511;-0.9930668),34.4622456
,spaceTest,7,09-25-24,02:38:15,35.9583833,12.37405,5.341115,5.531748,(3.614582;3.614582;3.614582),223,24.49738,2.441741,7.793399,(2.497953;2.497953;2.497953),279,(-0.1033165;0.8647054;-2.959316),(-0.05744005;0.03293449;0.001895923;0.9978038),(3.614582;3.614581;3.614582),(-0.6546366;1.754031;-0.04994728),(0.04811388;0.1726884;-0.008445831;0.9837645),(2.497953;2.497953;2.497953),(0.2548825;1.492189;2.460881),(0.01207127;-0.9989002;-0.02260163;-0.03926584),(1;1;1),(0.2438878;1.493801;2.488182),(0.06973113;0.1014272;-0.9923841),39.9865542
,spaceTest,9,09-25-24,02:38:30,51.6661138,23.91896,5.721399,5.470851,(4.091793;4.091793;4.091793),115,8.17873,4.250615,5.393054,(2.767519;2.767519;2.767519),179,(3.038223;0.8825492;-3.111764),(-0.04774471;-0.2299642;-0.01129631;0.9719616),(4.091793;4.091793;4.091793),(0.6240112;1.189173;-1.810067),(-0.03570963;-0.04401994;-0.001574469;0.998391),(2.767519;2.767519;2.767519),(0.2470335;1.49597;2.45663),(0.01222581;-0.9984424;-0.03508262;-0.04162425),(1;1;1),(0.2734475;1.494806;2.487936),(0.06791299;0.08662806;-0.9939218),55.3356193
,spaceTest,5,09-25-24,02:39:03,84.0901836,11.44204,7.356901,7.063948,(6.334466;6.334466;6.334466),267,9.674532,3.986439,4.487504,(2.168824;2.168824;2.168824),131,(-0.685963;1.583334;-4.999678),(0.006273082;0.06199413;-0.0003896514;0.9980568),(6.334466;6.334466;6.334466),(1.0625;1.161172;-1.498312),(-0.0403518;-0.1021276;-0.00414614;0.9939439),(2.168824;2.168824;2.168824),(0.2428574;1.488982;2.448114),(0.009785234;-0.9991544;-0.01322384;-0.03768108),(1;0.9999999;1),(0.2339743;1.491107;2.475815),(0.06796912;0.09662288;-0.9929942),88.0639229
,spaceTest,16,09-25-24,02:39:12,93.4087818,17.68854,2.655233,4.77133,(1.589187;1.589187;1.589187),274,6.338036,5.710669,4.047477,(2.779511;2.779511;2.779511),236,(-0.3646428;1.64774;-0.2533504),(0.02814403;0.1113615;-0.00315506;0.9933764),(1.589187;1.589187;1.589187),(0.2177138;1.357454;-3.284057),(-0.01153022;0.00293886;3.38881E-05;0.9999292),(2.77951;2.779511;2.779511),(0.2514791;1.489946;2.460106),(0.004517007;-0.9988847;-0.01959738;-0.04271952),(1;1;1),(0.2670172;1.491236;2.48999),(0.07006882;0.08302066;-0.9940714),98.0270474
,spaceTest,3,09-25-24,02:39:19,99.8469879,17.9862,4.891219,6.761789,(4.154424;4.154424;4.154424),306,12.18745,5.926158,6.622201,(4.796875;4.796875;4.796875),334,(-0.767682;2.561237;-2.466318),(0.1042313;0.1007406;-0.01061302;0.9893809),(4.154424;4.154424;4.154424),(0.01161057;2.809868;-3.452561),(0.1095204;0.01969518;-0.002170509;0.9937871),(4.796875;4.796875;4.796875),(0.2460603;1.4896;2.460093),(0.001595584;-0.9995047;-0.01444967;-0.02790919),(0.9999999;1;1),(0.2386022;1.491846;2.488188),(0.06330469;0.1000081;-0.9929623),102.9593433
,spaceTest,13,09-25-24,02:39:23,104.4584165,12.1184,3.091305,5.928329,(2.239712;2.239712;2.239712),358,14.63091,5.63368,5.851643,(4.071196;4.071196;4.071196),210,(0.4279984;2.242131;-0.6045014),(0.1198575;-0.0297989;0.003599202;0.9923373),(2.239712;2.239712;2.239712),(-0.09015971;0.3750772;-3.244307),(-0.0960902;0.02909002;0.002809471;0.9949435),(4.071196;4.071196;4.071195),(0.2437361;1.489339;2.460803),(0.003887298;-0.9992911;-0.01441547;-0.03456205),(1;0.9999999;1),(0.2368683;1.491461;2.488518),(0.07107451;0.09174123;-0.9932394),107.9680039
,spaceTest,12,09-25-24,02:39:30,110.874282,16.86929,7.35533,7.923797,(7.274714;7.274714;7.274714),118,5.850716,3.67079,7.571205,(3.337346;3.337346;3.337346),340,(2.973487;1.116589;-4.712133),(-0.02421015;-0.180403;-0.00444183;0.9832848),(7.274714;7.274714;7.274714),(0.4977342;2.182503;-1.152148),(0.09353313;-0.03426842;0.003221272;0.995021),(3.337346;3.337346;3.337346),(0.2483152;1.494848;2.464634),(0.0005488363;-0.9976076;-0.04573884;-0.05183296),(1;1;1),(0.2377421;1.495086;2.491609),(0.07077767;0.1055824;-0.9918751),114.672274
,spaceTest,2,09-25-24,02:39:35,116.7586471,8.735838,2.088474,6.079487,(1.534916;1.534916;1.534916),4,16.51302,5.481374,4.330839,(2.959204;2.959204;2.959204),263,(0.5817031;2.041756;0.4539066),(0.129671;-0.07971524;0.01045921;0.9882923),(1.534916;1.534916;1.534916),(-0.5377026;1.917928;-3.177351),(0.03677765;0.06959362;-0.002567464;0.9968939),(2.959204;2.959204;2.959204),(0.2545041;1.496662;2.468982),(-0.002756553;-0.9957917;-0.05482432;-0.07338647),(1;0.9999999;1),(0.242316;1.49648;2.495642),(0.06680014;0.08539864;-0.9940952),119.9125916
