User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,officeTest,7,09-27-24,11:34:18,10.9230616,15.4145,4.259573,7.790439,(0.1797357;0.1797357;0.1797357),334,24.26751,5.484669,7.876703,(0.2474355;0.2474355;0.2474355),12,(20.93694;5.525365;23.61501),(0.1492634;0.0567379;-0.0085793;0.9871311),(0.1797357;0.1797357;0.1797357),(21.98186;6.95051;22.4772),(0.2331405;-0.05097891;0.01223985;0.9710287),(0.2474355;0.2474355;0.2474355),(21.42056;4.218993;27.80819),(-0.003410029;-0.9995624;-0.02925394;-0.002738467),(1;0.9999999;0.9999999),(21.4486;4.218182;27.83663),(0.0963534;0.03385419;-0.9947665),12.8995327
,officeTest,11,09-27-24,11:34:21,14.5748508,20.94912,7.633591,4.188339,(0.1788568;0.1788568;0.1788568),114,12.53809,3.984564,6.953552,(0.1482294;0.1482294;0.1482294),111,(24.13211;3.504536;20.13092),(-0.04314679;-0.1687501;-0.007394255;0.9846863),(0.1788568;0.1788568;0.1788568),(22.27154;4.152069;23.81714),(-0.008213028;-0.1047866;-0.0008654096;0.9944605),(0.1482294;0.1482294;0.1482294),(21.42088;4.219488;27.80886),(-0.002987121;-0.9994796;-0.03197315;-0.003074361),(1;0.9999999;1),(21.42058;4.219143;27.83674),(0.002045528;0.02713141;-0.9996142),16.1187713
,officeTest,15,09-27-24,11:34:24,17.7069515,9.203587,3.78316,5.134215,(0.1027878;0.1027878;0.1027878),83,13.30418,7.23404,5.5444,(0.215284;0.215284;0.215284),260,(22.06135;4.530302;24.04317),(0.040456;-0.08400209;0.003413276;0.9956382),(0.1027878;0.1027878;0.1027879),(19.79388;4.398643;20.55806),(0.01198644;0.1101616;-0.001328628;0.9938405),(0.2152841;0.2152841;0.2152841),(21.42134;4.219361;27.80904),(-0.004033772;-0.9994736;-0.03194435;-0.003977276),(1;1;1),(21.40832;4.219339;27.83657),(-0.001897251;0.03265423;-0.9994535),19.5841639
,officeTest,13,09-27-24,11:34:28,21.0832993,12.11853,7.065149,6.627123,(0.2501052;0.2501052;0.2501052),233,7.552979,3.965786,4.517276,(0.09440805;0.09440805;0.09440805),93,(20.21058;3.741397;20.6999),(-0.03294789;0.0840312;0.002780008;0.9959144),(0.2501052;0.2501052;0.2501052),(21.94663;4.432732;23.84859),(0.02666375;-0.06619401;0.001769495;0.9974489),(0.09440805;0.09440805;0.09440806),(21.41874;4.219003;27.80834),(-0.0009121998;-0.9995329;-0.0305465;-0.0003283067),(1;1;1),(21.41643;4.218772;27.83621),(-0.001570623;0.03085265;-0.9995096),23.4156435
,officeTest,16,09-27-24,11:34:32,25.2377168,18.44177,7.962446,6.137726,(0.269075;0.269075;0.269075),42,13.89539,2.357182,6.768994,(0.08584093;0.08584093;0.08584093),141,(23.24863;6.667544;19.99097),(0.1464977;-0.1133782;0.01690468;0.9825467),(0.269075;0.2690749;0.269075),(21.79659;3.90949;25.42956),(-0.06367299;-0.07823406;-0.005006997;0.994887),(0.08584093;0.08584093;0.08584093),(21.42014;4.219038;27.80839),(-0.002908204;-0.9995192;-0.03077107;-0.00246665),(1;1;1),(21.41857;4.218769;27.83631),(-0.001206703;0.0271534;-0.9996158),27.9106632
,officeTest,1,09-27-24,11:34:37,30.5456556,14.36858,4.335122,5.428484,(0.1268967;0.1268967;0.1268967),56,7.101123,7.742638,6.814308,(0.2776705;0.2776705;0.2776705),313,(22.35627;5.120787;23.52689),(0.1006177;-0.1069199;0.01087655;0.9891036),(0.1268967;0.1268967;0.1268967),(20.74092;5.389107;20.12462),(0.07508148;0.04390192;-0.003308777;0.996205),(0.2776705;0.2776705;0.2776705),(21.41954;4.219642;27.80907),(-0.002148059;-0.9994535;-0.03295443;-0.001482813),(1;0.9999999;1),(21.41952;4.219235;27.83683),(-0.00113977;0.02923708;-0.9995666),32.6901374
,officeTest,17,09-27-24,11:34:41,34.4217017,12.59878,4.733925,7.128622,(0.1805772;0.1805772;0.1805772),126,18.43868,4.155163,6.832088,(0.1562799;0.1562799;0.1562799),312,(22.28941;3.903997;23.04698),(-0.03242993;-0.09011231;-0.002935843;0.9953992),(0.1805772;0.1805772;0.1805772),(20.40911;5.420887;23.71976),(0.1374351;0.1197376;-0.01673897;0.9831045),(0.1562799;0.1562799;0.1562799),(21.42014;4.219734;27.80872),(-0.002359155;-0.9994626;-0.03265455;-0.001632018),(1;0.9999999;1),(21.42099;4.219251;27.83667),(-0.003160645;0.02928939;-0.9995648),36.3307456
,officeTest,3,09-27-24,11:34:46,39.6972052,10.66576,2.477874,7.748291,(0.1020126;0.1020126;0.1020126),125,15.72553,7.490978,5.636563,(0.2291268;0.2291268;0.2291268),17,(21.86063;4.074234;25.32476),(-0.02813602;-0.08751693;-0.002472857;0.9957626),(0.1020126;0.1020126;0.1020126),(22.20081;6.607716;20.43888),(0.1553016;-0.05204558;0.008193694;0.9864612),(0.2291268;0.2291268;0.2291267),(21.42152;4.216611;27.80358),(0.001375651;-0.9996211;-0.02503989;-0.01135029),(1;1;1),(21.411;4.21685;27.83106),(-0.007713264;0.02458152;-0.9996608),42.1190933
,officeTest,5,09-27-24,11:34:51,44.6835747,17.38851,4.310627,4.147571,(0.09787805;0.09787805;0.09787805),217,6.144528,7.491611,4.871297,(0.1917442;0.1917442;0.1917442),129,(20.70268;3.425703;23.41715),(-0.08782825;0.08067015;0.007136226;0.9928382),(0.09787805;0.09787804;0.09787804),(22.21185;4.199693;20.31251),(-0.001257575;-0.05257956;-6.621437E-05;0.998616),(0.1917442;0.1917442;0.1917442),(21.42059;4.218671;27.80572),(-0.0006327395;-0.9994064;-0.03264525;-0.01099266),(1;0.9999999;1),(21.4277;4.218039;27.83401),(-0.0003812686;0.02454215;-0.9996963),47.005746
,officeTest,10,09-27-24,11:34:56,49.5149103,5.384367,7.223541,6.333093,(0.2399918;0.2399918;0.2399918),166,15.87067,5.025182,5.757421,(0.1571109;0.1571109;0.1571109),36,(21.75314;4.056301;20.56054),(-0.01122252;-0.02290689;-0.0002571567;0.9996746),(0.2399918;0.2399918;0.2399918),(22.38094;5.714493;22.89382),(0.143958;-0.09532958;0.01393411;0.9848828),(0.1571109;0.1571109;0.1571109),(21.42089;4.219185;27.80665),(-0.00162197;-0.9993377;-0.03443108;-0.01166361),(1;1;1),(21.41782;4.218721;27.83413),(0.005645584;0.04043669;-0.9991629),51.7021631
,officeTest,12,09-27-24,11:35:00,53.2037685,22.52719,3.5995,6.490871,(0.1321034;0.1321034;0.1321034),317,14.56831,6.045464,6.246094,(0.203773;0.203773;0.203773),241,(20.47878;5.549685;24.26785),(0.1719182;0.1277208;-0.02248508;0.9765378),(0.1321034;0.1321034;0.1321034),(20.16894;3.862956;21.69798),(-0.02835574;0.1008377;0.002875157;0.9944946),(0.203773;0.203773;0.203773),(21.42071;4.218864;27.8072),(-0.001421733;-0.9994004;-0.03305931;-0.01019431),(1;1;1),(21.44641;4.218387;27.83661),(-0.08908446;0.08768745;-0.9921507),55.4128897
,officeTest,14,09-27-24,11:35:04,56.911406,10.0308,3.127033,5.198981,(0.08624272;0.08624272;0.08624272),353,19.54308,7.840015,7.858967,(0.3413831;0.3413831;0.3413831),17,(21.40479;4.970739;24.72131),(0.1192671;0.00256173;-0.0003077275;0.9928589),(0.08624272;0.08624271;0.08624271),(22.36453;7.384446;20.17122),(0.1935841;-0.06028912;0.01191945;0.979157),(0.3413831;0.3413831;0.3413831),(21.42071;4.21866;27.8065),(-0.0007404599;-0.9994331;-0.03266313;-0.008128124),(0.9999999;0.9999999;1),(21.42198;4.218246;27.83446),(0.005651885;0.02327328;-0.9997079),59.0699199
,officeTest,4,09-27-24,11:35:08,60.7875074,22.89365,5.962791,6.635367,(0.2243032;0.2243032;0.2243032),4,22.59854,6.418751,6.019238,(0.2185838;0.2185838;0.2185838),168,(21.63479;7.089984;22.00899),(0.2277967;-0.01786336;0.00417983;0.9735359),(0.2243032;0.2243032;0.2243032),(21.99674;2.000858;21.24136),(-0.1614285;-0.04307924;-0.007053541;0.9859185),(0.2185839;0.2185838;0.2185838),(21.42199;4.21816;27.80576),(-0.002016527;-0.9995253;-0.03066156;-0.002234879),(1;1;1),(21.43891;4.217503;27.83402),(0.001078619;0.0222321;-0.9997441),63.0195643
