User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,officeTest,7,09-26-24,06:28:24,23.824569,5.976055,2.896843,5.386485,(0.08195361;0.08195361;0.08195361),40,15.55285,5.824686,5.943314,(0.1876888;0.1876888;0.1876888),274,(21.29054;4.359353;24.72928),(0.06928623;-0.01662041;0.0011545;0.9974577),(0.08195361;0.08195361;0.08195362),(19.38588;4.375556;21.85837),(0.03426248;0.1515888;-0.005257764;0.9878356),(0.1876888;0.1876887;0.1876887),(21.19444;3.956651;27.61238),(0.008859557;-0.9994098;-0.02901796;0.01611282),(1;1;1),(21.21324;3.958295;27.641),(0.02515117;0.01365064;-0.9995825),28.7650572
,officeTest,12,09-26-24,06:28:30,30.2978529,11.89449,3.423053,4.081672,(0.07459633;0.07459633;0.07459633),76,6.788378,7.519541,4.711135,(0.1863721;0.1863721;0.1863721),147,(21.78688;4.270402;24.17281),(0.04507461;-0.08547872;0.003871067;0.9953123),(0.07459633;0.07459633;0.07459634),(21.47646;3.489712;20.05259),(-0.03067848;-0.01875423;-0.0005757235;0.9993532),(0.1863721;0.1863721;0.1863721),(21.19287;3.954208;27.60564),(0.01228373;-0.9996508;-0.01835312;0.01451491),(1;1;1),(21.19287;3.954208;27.60564),(-0.02947057;0.03633682;-0.9989049),33.0637135
,officeTest,16,09-26-24,06:28:35,34.5633625,7.829387,3.692911,7.941694,(0.1545727;0.1545727;0.1545727),161,17.62187,7.924362,7.513695,(0.3262199;0.3262199;0.3262199),153,(21.31429;3.603512;23.89561),(-0.04702552;-0.01626242;-0.0007656977;0.998761),(0.1545727;0.1545726;0.1545727),(22.2692;2.009895;19.59261),(-0.1174522;-0.06621884;-0.007849474;0.9908372),(0.3262199;0.3262199;0.3262199),(21.19346;3.953761;27.60481),(0.01200583;-0.999755;-0.0170781;0.007357001),(1;1;1),(21.2242;3.95689;27.634),(0.02094916;0.03601377;-0.9991282),37.3389886
,officeTest,9,09-26-24,06:28:39,38.8382813,20.37253,3.09615,5.860628,(0.1011021;0.1011021;0.1011021),212,13.91553,4.833877,5.019829,(0.130591;0.130591;0.130591),269,(20.58409;3.045685;24.48829),(-0.1380434;0.09567399;0.01339872;0.9857033),(0.1011021;0.101102;0.101102),(19.95826;4.030776;22.78124),(0.007751682;0.1251458;-0.0009778076;0.9921076),(0.130591;0.130591;0.130591),(21.19481;3.952959;27.60469),(0.0123471;-0.999827;-0.01333237;0.003972897),(1;1;1),(21.16214;3.95419;27.63307),(0.06124514;-0.020573;-0.9978994),41.6167809
,officeTest,6,09-26-24,06:28:43,43.1249963,8.404638,7.843071,7.617294,(0.3153459;0.3153459;0.3153459),349,15.67642,5.49231,4.917554,(0.1465427;0.1465427;0.1465427),60,(20.73052;5.31341;19.80707),(0.08606549;0.02949692;-0.002549247;0.9958495),(0.3153459;0.3153459;0.3153459),(22.35843;4.914515;22.10326),(0.08410268;-0.1038434;0.00881289;0.9909922),(0.1465427;0.1465428;0.1465427),(21.19281;3.95319;27.60403),(0.0114383;-0.9997337;-0.01473495;0.01359007),(1;1;1),(21.19988;3.955642;27.63244),(0.02568648;-0.0273989;-0.9992871),46.0130013
,officeTest,13,09-26-24,06:28:48,47.5139716,6.376297,6.525016,7.694746,(0.2638003;0.2638003;0.2638003),71,15.26154,6.637347,7.522363,(0.2702464;0.2702464;0.2702464),207,(21.78037;4.423625;21.08155),(0.03579697;-0.04473947;0.001604175;0.9983559),(0.2638003;0.2638003;0.2638003),(20.3153;2.538419;20.92884),(-0.1031655;0.06508877;0.006765592;0.9925092),(0.2702464;0.2702464;0.2702464),(21.19461;3.953396;27.60407),(0.0129664;-0.9997524;-0.01657348;0.007240621),(1;1;1),(21.19461;3.953396;27.60407),(-0.01490745;0.03295099;-0.9993458),51.720942
,officeTest,2,09-26-24,06:28:53,53.220982,15.884,6.332386,7.52307,(0.2586359;0.2586359;0.2586359),204,6.446962,6.655987,5.235283,(0.183184;0.183184;0.183184),68,(20.43114;2.487268;21.23068),(-0.1118338;0.05927246;0.00668256;0.9919352),(0.2586359;0.2586359;0.2586359),(21.81035;4.458944;20.95264),(0.03773943;-0.0460453;0.001740814;0.9982247),(0.183184;0.183184;0.1831841),(21.19547;3.953184;27.60351),(0.0122402;-0.9997881;-0.01562383;0.005471726),(1;0.9999999;1),(21.19547;3.953184;27.60351),(-0.01132361;0.03110709;-0.9994519),56.6961676
,officeTest,11,09-26-24,06:28:58,58.1963516,6.442091,7.248183,5.054813,(0.1926085;0.1926085;0.1926085),155,20.90824,6.522328,6.86362,(0.2502702;0.2502702;0.2502702),319,(21.47174;3.40386;20.33478),(-0.03760801;-0.01900158;-0.0007152469;0.9991117),(0.1926085;0.1926085;0.1926085),(19.43502;5.955763;21.15044),(0.1437272;0.1313538;-0.01925118;0.9806723),(0.2502702;0.2502702;0.2502702),(21.19517;3.952215;27.60312),(0.01260375;-0.9998216;-0.01277812;0.005893649),(1;1;1),(21.21731;3.955181;27.63186),(0.02155966;0.02210703;-0.9995155),61.5053522
,officeTest,5,09-26-24,06:29:03,63.0498171,16.95358,3.433357,4.117195,(0.07720656;0.07720656;0.07720656),108,24.7543,6.993338,6.786291,(0.2729322;0.2729322;0.2729322),105,(22.14129;3.736812;24.14857),(-0.02974201;-0.1333019;-0.004002202;0.990621),(0.07720656;0.07720656;0.07720655),(24.21444;3.365536;20.54434),(-0.03733861;-0.200608;-0.007651648;0.9789299),(0.2729322;0.2729322;0.2729322),(21.19419;3.952148;27.604),(0.01264324;-0.9998146;-0.01212318;0.008000694),(1;1;1),(21.19419;3.952148;27.604),(-0.01630498;0.02403955;-0.9995781),66.7471999
,officeTest,14,09-26-24,06:29:08,68.4592074,18.15848,6.763663,5.105536,(0.1898437;0.1898437;0.1898437),197,15.18236,4.84242,6.143103,(0.1609911;0.1609911;0.1609911),338,(20.59192;1.948382;20.80069),(-0.142059;0.04402079;0.006324009;0.9888586),(0.1898437;0.1898437;0.1898437),(20.68222;5.253178;22.78563),(0.1305782;0.05292211;-0.006980276;0.9899999),(0.1609911;0.1609911;0.1609911),(21.19884;3.952211;27.60396),(0.009901194;-0.999905;-0.00958281;-5.984875E-05),(1;0.9999999;1),(21.19817;3.95462;27.6325),(0.01544732;0.02629012;-0.9995282),71.067214
