User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,cemeteryTest,8,09-26-24,01:46:00,10.7839037,18.68501,6.990983,6.098783,(0.1768422;0.1768422;0.1768422),55,13.87494,7.638875,4.473032,(0.1383172;0.1383172;0.1383172),192,(49.42585;0.6640108;-6.464482),(0.06605973;0.8975458;-0.1441086;0.4114372),(0.1768422;0.1768422;0.1768422),(50.78165;-2.416027;-4.280356),(-0.01281116;0.9640199;0.04726809;0.2612801),(0.1383172;0.1383172;0.1383172),(54.73593;-1.64626;-11.03934),(-0.06658811;-0.2850462;-0.01960063;0.9559972),(0.9999999;0.9999999;1),(54.75101;-1.646668;-11.06353),(-0.4860837;0.09537238;0.8686819),16.1688111
,cemeteryTest,11,09-26-24,01:46:08,18.0121118,13.28136,5.927017,5.97101,(0.1428749;0.1428749;0.1428749),299,12.93497,2.353065,6.819799,(0.06468543;0.06468543;0.06468543),1,(52.64394;-0.2572212;-5.483771),(0.02055117;0.9773859;-0.113216;0.1774168),(0.1428749;0.1428749;0.1428749),(53.49492;-0.8358178;-9.124331),(0.04834066;0.9450846;-0.1640334;0.2785165),(0.06468544;0.06468543;0.06468544),(54.72764;-1.649395;-11.03417),(-0.0590089;-0.277797;-0.008384418;0.9587891),(1;1;0.9999999),(54.73991;-1.648953;-11.06005),(-0.497112;0.09763642;0.8621688),22.2209457
,cemeteryTest,3,09-26-24,01:46:18,28.2629403,10.91535,3.915987,5.789971,(0.09073114;0.09073114;0.09073114),128,16.76251,2.656121,5.44162,(0.059315;0.059315;0.059315),194,(52.89176;-1.532055;-7.500502),(0.003404419;0.9707456;-0.01378789;0.2396905),(0.09073119;0.09073114;0.09073119),(54.04747;-1.998891;-8.368001),(-0.008189172;0.9897193;0.0633323;0.1279755),(0.059315;0.059315;0.05931499),(54.7473;-1.645322;-11.02888),(-0.07886502;-0.1667663;0.007685112;0.9828074),(1;1;0.9999999),(54.75617;-1.645848;-11.05766),(-0.4874688;0.08923342;0.8685578),38.5912647
,cemeteryTest,13,09-26-24,01:46:30,40.0907968,11.42291,3.386703,7.535354,(0.1022706;0.1022706;0.1022706),190,5.29213,6.664536,6.582208,(0.1730822;0.1730822;0.1730822),298,(52.84838;-1.404025;-8.170074),(0.009475777;0.9583708;-0.03202531;0.2835665),(0.1022706;0.1022706;0.1022706),(51.435;0.3984702;-5.599471),(0.04114472;0.9520589;-0.1481028;0.2644933),(0.1730822;0.1730822;0.1730822),(54.72423;-1.634684;-11.06247),(-0.1345448;-0.2996552;-0.005422;0.9444973),(1;1;1),(54.7354;-1.639369;-11.08949),(-0.5029963;0.09386303;0.859174),45.4436005
,cemeteryTest,15,09-26-24,01:46:41,51.4208659,5.127146,5.603273,4.049854,(0.08954188;0.08954188;0.08954188),119,14.02913,5.954913,5.927491,(0.1429546;0.1429546;0.1429546),134,(51.07347;-1.808173;-6.760205),(-0.004563167;0.9384175;0.01240303;0.3452507),(0.08954191;0.08954188;0.0895419),(50.36251;-2.605535;-6.823177),(-0.03014441;0.9180659;0.0711759;0.3888192),(0.1429546;0.1429546;0.1429546),(54.71822;-1.659488;-11.04309),(-0.01244462;-0.3086455;0.007987899;0.9510623),(1;0.9999999;1),(54.70589;-1.656597;-11.08633),(-0.5129229;0.1116955;0.8511189),56.3610257
,cemeteryTest,2,09-26-24,01:46:51,61.9138416,7.329106,7.719176,4.087432,(0.125022;0.125022;0.125022),135,17.97146,5.019762,6.833833,(0.1416797;0.1416797;0.1416797),289,(50.02216;-1.893005;-4.846139),(-0.004882122;0.9476272;0.01450238;0.3190118),(0.125022;0.125022;0.125022),(53.35996;-0.752978;-6.024755),(0.01137127;0.9875194;-0.08500787;0.1320978),(0.1416798;0.1416797;0.1416798),(54.72658;-1.654847;-11.04155),(-0.03541692;-0.2767939;0.008762514;0.9602365),(0.9999999;0.9999999;1),(54.73922;-1.652884;-11.06628),(-0.4913735;0.1034277;0.8647774),72.7422884
,cemeteryTest,12,09-26-24,01:47:04,74.2416485,17.34116,6.828338,4.748968,(0.1335018;0.1335018;0.1335018),358,10.60887,4.898692,4.679793,(0.0916575;0.0916575;0.0916575),233,(51.20242;1.873799;-5.904185),(0.07399064;0.9252972;-0.2434673;0.2812015),(0.1335018;0.1335018;0.1335018),(52.63155;-1.106393;-6.561361),(0.01141247;0.9762294;-0.05309745;0.2098252),(0.09165751;0.0916575;0.09165751),(54.66729;-1.646944;-11.07829),(-0.1108927;-0.2803548;0.00170739;0.9534679),(1;1;1),(54.65255;-1.651694;-11.12188),(-0.4960626;0.07953694;0.8646248),85.1920938
,cemeteryTest,10,09-26-24,01:47:20,90.0569171,22.5906,3.951332,4.528369,(0.07616166;0.07616166;0.07616166),336,6.693606,3.553627,5.894827,(0.08287355;0.08287355;0.08287355),68,(53.40965;0.2898346;-7.476282),(0.04016503;0.9579079;-0.2296135;0.1675616),(0.07616167;0.07616165;0.07616168),(52.61606;-1.092108;-8.21331),(0.02432807;0.947536;-0.07437917;0.3099217),(0.08287357;0.08287355;0.08287357),(54.70457;-1.650398;-11.06439),(-0.0548522;-0.2579239;-0.01473499;0.9644943),(1;0.9999999;1),(54.68816;-1.649913;-11.10656),(-0.5045696;0.0795328;0.8596842),100.0407111
,cemeteryTest,5,09-26-24,01:47:35,105.6274329,16.20976,4.73048,7.523167,(0.1455813;0.1455813;0.1455813),262,9.712253,6.248526,6.758585,(0.1683238;0.1683238;0.1683238),140,(53.93486;-1.219283;-6.189988),(0.003563015;0.99572;-0.04356872;0.08142917),(0.1455813;0.1455813;0.1455813),(51.37042;-1.427354;-5.662269),(0.004838766;0.9609993;-0.01684833;0.2759948),(0.1683238;0.1683238;0.1683239),(54.73219;-1.649571;-11.03227),(-0.06655145;-0.2205518;-0.05886786;0.9713199),(0.9999999;1;0.9999999),(54.71311;-1.647364;-11.07294),(-0.4953839;0.09945414;0.8629532),123.729978
,cemeteryTest,9,09-26-24,01:47:57,127.4062737,15.87353,7.685279,5.587568,(0.1754241;0.1754241;0.1754241),144,18.5485,7.051149,5.943471,(0.1736866;0.1736866;0.1736866),297,(49.75965;-1.943759;-4.757041),(-0.006016556;0.9453897;0.01747906;0.3254174),(0.1754241;0.1754241;0.1754241),(53.10796;0.9787953;-4.270428),(0.02033667;0.9774198;-0.1783809;0.1114327),(0.1736866;0.1736866;0.1736866),(54.67413;-1.648412;-11.0499),(-0.1074519;-0.2517831;0.01382865;0.9617007),(0.9999999;1;1),(54.6843;-1.6509;-11.07687),(-0.4984539;0.09764393;0.8613931),133.825263
