User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,cemeteryTest,5,09-26-24,11:34:07,14.900148,16.20976,4.73048,7.523167,(0.1455813;0.1455813;0.1455813),262,9.712253,6.248526,6.758585,(0.1683238;0.1683238;0.1683238),140,(53.53371;-2.021164;-6.10845),(-0.003243998;0.9927012;0.02743179;0.1173938),(0.1455814;0.1455813;0.1455814),(51.03054;-2.757243;-5.80774),(-0.024438;0.9488809;0.07593197;0.3053885),(0.1683238;0.1683238;0.1683238),(54.68103;-1.749109;-10.89157),(0.008634951;-0.2558528;0.01952497;0.9664801),(0.9999999;0.9999999;1),(54.69443;-1.745137;-10.91448),(-0.5059457;0.1045744;0.8561912),22.7836353
,cemeteryTest,6,09-26-24,11:34:17,24.2832028,21.23158,2.158477,6.27892,(0.05712621;0.05712621;0.05712621),155,6.223462,6.37484,6.91558,(0.1742191;0.1742191;0.1742191),250,(53.49395;-2.211339;-9.310166),(-0.03300694;0.9430909;0.09854612;0.3158779),(0.05712621;0.0571262;0.05712621),(52.39718;-1.10761;-5.230376),(0.009596142;0.9793007;-0.04783856;0.1964421),(0.1742191;0.1742191;0.1742191),(54.85856;-1.732629;-11.11874),(-0.0677553;-0.2456559;-0.001879944;0.9669845),(0.9999999;1;0.9999999),(54.85759;-1.73213;-11.1484),(-0.5093001;0.09486471;0.8553298),29.4807239
,cemeteryTest,8,09-26-24,11:34:23,30.9797314,18.68501,6.990983,6.098783,(0.1768422;0.1768422;0.1768422),55,13.87494,7.638875,4.473032,(0.1383172;0.1383172;0.1383172),192,(49.84052;0.298768;-6.104045),(0.05326363;0.9148287;-0.1285267;0.3791204),(0.1768422;0.1768422;0.1768422),(51.49945;-2.73833;-4.074457),(-0.01410058;0.9733582;0.06232776;0.2202055),(0.1383172;0.1383172;0.1383172),(54.85866;-1.734751;-11.1187),(-0.05595013;-0.2475895;0.002369804;0.9672453),(0.9999999;1;1),(54.87059;-1.732978;-11.14161),(-0.5086657;0.09203196;0.8560186),37.4772321
,cemeteryTest,17,09-26-24,11:34:31,38.9759949,6.033616,3.184976,5.437508,(0.06843051;0.06843051;0.06843051),190,5.859988,4.766395,4.910921,(0.09246767;0.09246767;0.09246767),3,(53.3164;-1.702868;-8.313652),(0.001237359;0.9685686;-0.004818982;0.2486971),(0.06843053;0.0684305;0.06843053),(52.49226;-0.7109048;-7.081886),(0.02815508;0.9594793;-0.1037082;0.260483),(0.09246769;0.09246767;0.09246768),(54.8593;-1.734736;-11.12004),(-0.0570578;-0.2575164;-0.005839919;0.9645702),(1;1;1),(54.87553;-1.732925;-11.14083),(-0.5085372;0.09896852;0.855326),44.5850614
,cemeteryTest,7,09-26-24,11:34:39,46.084307,16.54957,5.369302,5.200689,(0.1144718;0.1144718;0.1144718),110,10.54839,6.954869,7.716947,(0.2144383;0.2144383;0.2144383),82,(50.7052;-1.475982;-7.375604),(0.009245855;0.9136059;-0.02080748;0.4059629),(0.1144718;0.1144718;0.1144718),(50.09023;-0.5072371;-6.044681),(0.03194458;0.9263373;-0.08072884;0.3665537),(0.2144383;0.2144383;0.2144383),(54.85802;-1.730992;-11.12583),(-0.0784632;-0.278247;-0.009011983;0.957257),(1;1;1),(54.89839;-1.729459;-11.13159),(-0.4962442;0.09693061;0.8627541),50.41523
,cemeteryTest,14,09-26-24,11:34:47,54.3470279,22.03959,4.780797,4.193903,(0.08501032;0.08501032;0.08501032),28,19.23564,6.289653,6.894602,(0.1804335;0.1804335;0.1804335),236,(51.69476;0.5865432;-7.770824),(0.08534276;0.9041274;-0.2146819;0.3594189),(0.08501033;0.08501032;0.08501033),(53.01677;-2.124255;-4.730474),(-0.004116855;0.9897503;0.02915889;0.1397398),(0.1804336;0.1804335;0.1804335),(54.85786;-1.732085;-11.12054),(-0.06314857;-0.2746989;-0.01756248;0.9592937),(0.9999999;1;1),(54.88321;-1.73296;-11.13815),(-0.4955122;0.08800041;0.8641235),60.6329267
,cemeteryTest,15,09-26-24,11:34:55,62.2192768,5.127146,5.603273,4.049854,(0.08954189;0.08954189;0.08954189),119,14.02913,5.954913,5.927491,(0.1429546;0.1429546;0.1429546),134,(51.53177;-1.06718;-6.641649),(0.01854154;0.947791;-0.05607824;0.3133747),(0.08954191;0.08954188;0.08954193),(50.74718;-1.791701;-6.572986),(-0.001788225;0.9332601;0.004646529;0.3591669),(0.1429546;0.1429546;0.1429546),(54.86194;-1.730582;-11.1271),(-0.07829283;-0.2753224;-0.0209829;0.9579288),(1;1;1),(54.87899;-1.730396;-11.14826),(-0.507168;0.09452553;0.8566387),67.4415186
,cemeteryTest,9,09-26-24,11:35:01,68.9516061,15.87353,7.685279,5.587568,(0.1754241;0.1754241;0.1754241),144,18.5485,7.051149,5.943471,(0.1736866;0.1736866;0.1736866),297,(49.5195;-2.272816;-5.212235),(-0.01218815;0.9327443;0.03167241;0.3589379),(0.1754242;0.1754242;0.1754242),(52.95813;0.4243842;-4.268689),(0.01978232;0.9801514;-0.1451257;0.133606),(0.1736867;0.1736866;0.1736867),(54.86336;-1.730825;-11.12737),(-0.07467701;-0.2814312;-0.02366989;0.9563783),(1;0.9999999;1),(54.87277;-1.730442;-11.15322),(-0.5191527;0.09640762;0.8492187),74.5269517
,cemeteryTest,4,09-26-24,11:35:09,76.0261688,14.46681,4.929351,6.737602,(0.1347512;0.1347512;0.1347512),349,16.76303,5.315361,4.181561,(0.09122793;0.09122793;0.09122793),223,(52.59985;0.1461794;-6.971305),(0.04640278;0.9517686;-0.1820923;0.2425402),(0.1347512;0.1347512;0.1347512),(52.97327;-2.197617;-5.926966),(-0.007269285;0.983962;0.04125192;0.1733907),(0.09122796;0.09122793;0.09122797),(54.86414;-1.732968;-11.12554),(-0.06340371;-0.2702147;-0.01481758;0.9605959),(1;1;1),(54.85901;-1.731921;-11.15972),(-0.5087547;0.08376317;0.8568227),81.3793883
,cemeteryTest,2,09-26-24,11:35:15,82.8786552,7.329106,7.719176,4.087432,(0.1250221;0.1250221;0.1250221),135,17.97146,5.019762,6.833833,(0.1416797;0.1416797;0.1416797),289,(49.64771;-1.473128;-5.353442),(0.006003351;0.9333456;-0.01562571;0.3585887),(0.1250221;0.1250221;0.1250221),(53.11159;-0.5091036;-6.30313),(0.02014964;0.9782681;-0.1150703;0.1713018),(0.1416797;0.1416797;0.1416798),(54.85583;-1.733647;-11.1309),(-0.06670362;-0.3159242;-0.001814861;0.946435),(0.9999999;1;0.9999999),(54.87447;-1.732063;-11.15017),(-0.5113207;0.08730221;0.8549346),87.6864379
