User,Scene,ConditionID,Date,TimeOfDay,Time,A_eccentricity,A_depth,A_size,A_scale,A_theta,B_eccentricity,B_depth,B_size,B_scale,B_theta,A_worldPos,A_worldRot,A_localScale,B_worldPos,B_worldRot,B_localScale,Camera_worldPos,Camera_worldRot,Camera_localScale,GazeOrg,GazeDir,EndTime
,cemeteryTest,1,09-26-24,05:26:06,10.7895534,23.81733,6.560174,5.876994,(0.1655887;0.1655887;0.1655887),283,11.92155,2.5033,6.179449,(0.0621178;0.0621178;0.0621178),5,(53.94115;-0.8367215;-3.864368),(0.003135169;0.9967525;-0.0638963;0.04890718),(0.1655887;0.1655887;0.1655887),(53.41183;-1.079325;-8.799742),(0.03408655;0.9578982;-0.1282447;0.2546027),(0.06211783;0.0621178;0.06211782),(54.63741;-1.752328;-10.94237),(-0.02299761;-0.252551;-0.02737538;0.9669228),(1;0.9999999;1),(54.653;-1.748861;-10.97089),(-0.2027556;-0.002852812;0.9792196),19.0508544
,cemeteryTest,13,09-26-24,05:26:20,24.9477889,17.46599,5.650818,6.488371,(0.151011;0.151011;0.151011),19,24.67896,6.166981,7.949542,(0.2119134;0.2119134;0.2119134),18,(51.55113;0.4831136;-6.398128),(0.05642546;0.9380711;-0.1835714;0.2883406),(0.151011;0.151011;0.151011),(51.11665;1.549896;-6.162001),(0.07836861;0.9196178;-0.2386099;0.3020376),(0.2119134;0.2119134;0.2119134),(54.63307;-1.749889;-10.93778),(-0.04325879;-0.2474452;-0.02544679;0.9676011),(0.9999999;1;0.9999999),(54.64845;-1.747091;-10.96527),(-0.4937894;0.06597222;0.8670623),29.2553904
,cemeteryTest,5,09-26-24,05:26:28,32.8446043,7.350287,5.696724,5.396839,(0.1218098;0.1218098;0.1218098),327,19.11157,2.909513,4.131718,(0.05000037;0.05000037;0.05000037),258,(52.25139;-0.5805365;-5.845515),(0.02219108;0.9710726;-0.09987821;0.2157543),(0.1218098;0.1218098;0.1218098),(54.05901;-1.695257;-7.915274),(0.0008279547;0.9955714;-0.00880733;0.09359115),(0.05000037;0.05000037;0.05000038),(54.63279;-1.749733;-10.94008),(-0.0447757;-0.2532591;-0.02570401;0.9660197),(1;1;1),(54.65226;-1.747306;-10.96518),(-0.4979769;0.09216198;0.8622736),37.3961596
,cemeteryTest,15,09-26-24,05:26:40,44.7929014,19.6321,2.772105,5.416948,(0.06264788;0.06264788;0.06264788),333,15.18125,5.696042,6.893716,(0.1598401;0.1598401;0.1598401),352,(53.72148;-0.6171612;-8.382005),(0.03344071;0.9662153;-0.1933432;0.1671169),(0.06264788;0.06264787;0.06264789),(52.12624;0.3132292;-6.012308),(0.04140824;0.956979;-0.1726928;0.2294642),(0.1598401;0.1598401;0.1598401),(54.6339;-1.749701;-10.94076),(-0.04363959;-0.2549373;-0.02202522;0.9657212),(0.9999999;1;0.9999999),(54.64531;-1.746593;-10.97021),(-0.4210328;0.116714;0.8994886),49.1910373
,cemeteryTest,4,09-26-24,05:26:48,53.5748031,5.367551,4.323144,5.088367,(0.08682372;0.08682372;0.08682372),256,20.58319,3.300875,6.191229,(0.08577041;0.08577041;0.08577041),6,(52.78679;-1.450966;-7.022716),(0.007522952;0.97529;-0.03362143;0.2182257),(0.08682373;0.08682372;0.08682375),(52.93529;-0.2118444;-8.261108),(0.06233895;0.9360605;-0.2149354;0.271491),(0.08577042;0.08577042;0.08577042),(54.63292;-1.749989;-10.94151),(-0.04272348;-0.2624763;-0.02118886;0.9637593),(1;0.9999999;0.9999999),(54.64928;-1.74676;-10.96957),(-0.378551;0.1106899;0.9189346),58.301316
,cemeteryTest,11,09-26-24,05:26:57,61.7288253,24.42449,4.3442,6.384884,(0.1196876;0.1196876;0.1196876),275,23.3421,3.307498,7.459337,(0.1055532;0.1055532;0.1055532),16,(54.15255;-1.261401;-6.220157),(0.00260465;0.9973951;-0.05132598;0.05061501),(0.1196876;0.1196876;0.1196876),(52.69563;-0.1222919;-8.378527),(0.07391807;0.9221229;-0.2203862;0.3092823),(0.1055532;0.1055532;0.1055532),(54.633;-1.751155;-10.94176),(-0.03625879;-0.2612876;-0.01495055;0.9644639),(0.9999999;1;1),(54.66993;-1.747996;-10.95567),(-0.5484262;0.2907911;0.783998),65.4138752
,cemeteryTest,9,09-26-24,05:27:05,69.7274269,11.51754,3.283516,6.629874,(0.08728326;0.08728326;0.08728326),213,24.14858,7.381601,6.90589,(0.2194698;0.2194698;0.2194698),153,(53.25988;-2.00994;-7.896605),(-0.008176966;0.9768944;0.0380099;0.2101566),(0.08728328;0.08728326;0.08728328),(49.43944;-3.97365;-5.152833),(-0.04963231;0.9248512;0.129634;0.3540932),(0.2194698;0.2194698;0.2194698),(54.63372;-1.749568;-10.94192),(-0.0425046;-0.262051;-0.02071052;0.9638951),(1;1;1),(54.65329;-1.746781;-10.96643),(-0.5095593;0.1106995;0.8532818),74.9255144
,cemeteryTest,2,09-26-24,05:27:13,78.0241011,12.63766,6.907182,7.108287,(0.1976664;0.1976664;0.1976664),336,23.34078,4.967917,6.776333,(0.1440422;0.1440422;0.1440422),217,(51.79729;0.1784159;-4.74928),(0.02933089;0.9677259;-0.1344488;0.2111157),(0.1976665;0.1976665;0.1976665),(53.17627;-3.09746;-5.907269),(-0.0176123;0.9822721;0.1241484;0.13935),(0.1440423;0.1440422;0.1440422),(54.63383;-1.751257;-10.94105),(-0.03500324;-0.2597708;-0.01734398;0.9648798),(1;1;0.9999999),(54.62443;-1.745943;-10.98554),(-0.390219;0.1454746;0.9091426),82.2437918
,cemeteryTest,16,09-26-24,05:27:21,86.3631359,6.091058,5.523139,4.146605,(0.09051841;0.09051841;0.09051841),47,13.29336,3.238366,4.522404,(0.0591388;0.0591388;0.0591388),56,(51.51183;-0.8973835;-6.427226),(0.02296675;0.9517325;-0.07357336;0.297094),(0.09051843;0.09051842;0.09051844),(52.48518;-1.051714;-8.498689),(0.0373057;0.9303777;-0.09887271;0.3510411),(0.0591388;0.0591388;0.0591388),(54.63417;-1.751059;-10.94106),(-0.03640471;-0.2610739;-0.01977207;0.9644294),(1;1;1),(54.64226;-1.746936;-10.97357),(-0.3805981;0.1348845;0.9148452),95.7146861
,cemeteryTest,8,09-26-24,05:27:35,99.6131608,7.444608,3.402183,7.879937,(0.1061962;0.1061962;0.1061962),122,5.920978,6.223519,7.265728,(0.1785836;0.1785836;0.1785836),211,(52.54514;-1.648285;-8.222916),(0.004565082;0.9468386;-0.01344885;0.3213952),(0.1061962;0.1061962;0.1061962),(51.67838;-1.718575;-5.428647),(0.0005283508;0.9699162;-0.002105152;0.2434295),(0.1785837;0.1785836;0.1785837),(54.63295;-1.745736;-10.94395),(-0.0416384;-0.268207;-0.02655276;0.9620947),(1;0.9999999;1),(54.65395;-1.742838;-10.96874),(-0.65589;0.1620329;0.7372494),103.7010062
,cemeteryTest,7,09-26-24,05:27:42,107.2391737,6.562667,4.541982,5.785283,(0.1039286;0.1039286;0.1039286),202,14.59059,5.412057,5.534655,(0.1216228;0.1216228;0.1216228),30,(52.43623;-1.824297;-6.935123),(-0.002044134;0.9686967;0.007980905;0.2481104),(0.1039286;0.1039286;0.1039286),(51.33396;-0.02699077;-6.769726),(0.05116687;0.9330352;-0.1472234;0.3242724),(0.1216228;0.1216228;0.1216228),(54.63375;-1.748967;-10.94359),(-0.04051397;-0.2678078;-0.02364049;0.9623298),(0.9999999;1;1),(54.64895;-1.745907;-10.97101),(-0.487906;0.08651127;0.8685941),112.2849134
,cemeteryTest,0,09-26-24,05:27:51,116.1613861,20.23061,6.914656,6.352183,(0.1839162;0.1839162;0.1839162),221,12.45412,3.280569,7.367918,(0.09723683;0.09723683;0.09723683),133,(52.4193;-3.189387;-4.062054),(-0.01523403;0.9831126;0.09696855;0.1544497),(0.1839162;0.1839162;0.1839163),(52.47828;-1.967345;-8.374777),(-0.0110989;0.9390538;0.0304538;0.3422387),(0.09723684;0.09723683;0.09723684),(54.63545;-1.749667;-10.94116),(-0.03266162;-0.2647031;-0.02804281;0.9633687),(1;1;1),(54.66506;-1.747334;-10.95891),(-0.4889908;0.08913688;0.8677149),122.5138206
,cemeteryTest,6,09-26-24,05:28:06,131.4987776,21.29648,5.780743,7.261768,(0.1769894;0.1769894;0.1769894),36,8.384066,6.165887,6.624936,(0.1622168;0.1622168;0.1622168),311,(50.70344;0.5974684;-6.750371),(0.07095061;0.9123614;-0.1792343;0.3611618),(0.1769895;0.1769894;0.1769895),(52.15488;-0.6513928;-5.326039),(0.01826984;0.9746026;-0.08654908;0.2057311),(0.1622169;0.1622168;0.1622168),(54.63448;-1.749678;-10.93758),(-0.03719502;-0.2627246;-0.02556865;0.9638146),(1;1;1),(54.65048;-1.746713;-10.96633),(-0.1253169;0.09768902;0.987281),135.5408013
,cemeteryTest,10,09-26-24,05:28:15,139.9394674,21.22481,2.666021,7.017965,(0.07885041;0.07885041;0.07885041),8,12.18683,5.35555,6.973176,(0.1500928;0.1500928;0.1500928),91,(53.19114;-0.5124041;-8.8028),(0.06474771;0.9325567;-0.2117616;0.2851362),(0.07885043;0.0788504;0.07885042),(50.89312;-1.332436;-6.959391),(0.0139603;0.9290747;-0.03525037;0.3679439),(0.1500928;0.1500928;0.1500928),(54.63371;-1.747601;-10.94127),(-0.0372384;-0.2670849;-0.01459323;0.9628426),(1;0.9999999;1),(54.65106;-1.74422;-10.96776),(-0.4889441;0.08347155;0.8682953),144.7035189
,cemeteryTest,14,09-26-24,05:28:24,149.4236793,17.02526,5.83226,4.418657,(0.1059196;0.1059196;0.1059196),89,20.44485,3.462917,6.276436,(0.09113572;0.09113572;0.09113572),270,(50.16336;-1.242291;-6.823236),(0.01671793;0.9149605;-0.03810799;0.4013921),(0.1059196;0.1059196;0.1059196),(54.00764;-1.504219;-7.305953),(0.002838507;0.9957898;-0.03308178;0.08544148),(0.09113574;0.09113573;0.09113574),(54.63582;-1.749504;-10.93962),(-0.03499078;-0.2614214;-0.01773676;0.9644274),(1;0.9999999;1),(54.65254;-1.746027;-10.96613),(-0.5043774;0.08499508;0.8592788),155.7100319
,cemeteryTest,12,09-26-24,05:28:36,161.0489389,23.94653,4.340179,5.335731,(0.09957004;0.09957004;0.09957004),218,5.667973,5.868839,5.705823,(0.1322251;0.1322251;0.1322251),223,(53.37101;-2.963811;-6.526003),(-0.01792148;0.9820247;0.1275718;0.1379562),(0.09957009;0.09957003;0.09957008),(51.97835;-1.743037;-5.674708),(0.0001454647;0.9728075;-0.0006109683;0.2316146),(0.1322252;0.1322251;0.1322252),(54.63604;-1.750445;-10.93961),(-0.0334622;-0.2637055;-0.01997877;0.9638157),(0.9999999;1;1),(54.65248;-1.746779;-10.96649),(-0.4931753;0.09138407;0.8651055),167.2895019
,cemeteryTest,17,09-26-24,05:28:47,171.7804052,17.97525,7.77235,7.123653,(0.2286665;0.2286665;0.2286665),174,24.00991,3.857108,4.54921,(0.07548862;0.07548862;0.07548862),63,(50.38055;-3.624039;-4.22312),(-0.03218331;0.9539495;0.1108941;0.2768521),(0.2286666;0.2286665;0.2286665),(51.43847;-0.6280634;-8.424309),(0.05855701;0.8913772;-0.1205467;0.432997),(0.07548864;0.07548862;0.07548865),(54.63829;-1.749612;-10.94074),(-0.03527145;-0.259278;-0.02214491;0.9649044),(1;1;1),(54.65466;-1.746024;-10.96807),(-0.498784;0.0954284;0.8614453),176.7007576
,cemeteryTest,3,09-26-24,05:28:56,180.9680956,6.42055,6.112201,6.682737,(0.1614852;0.1614852;0.1614852),26,24.4047,2.223952,4.915142,(0.04717058;0.04717058;0.04717058),283,(51.3931;-0.6550946;-5.83182),(0.02495246;0.9563646;-0.08578439;0.2781818),(0.1614852;0.1614852;0.1614852),(54.40568;-1.380705;-8.537349),(0.003673875;0.9959526;-0.07567932;0.0483488),(0.04717059;0.04717058;0.04717059),(54.63952;-1.749718;-10.94012),(-0.03348598;-0.2570355;-0.02375147;0.9655296),(1;1;0.9999999),(54.6652;-1.746776;-10.96136),(-0.5608874;0.08059571;0.8239531),187.3040212
